[filename], [gate], [angular_velocity_min], [angular_velocity_max], [time_min], [time_max]
2.2_positions.xlsx,ThumbRight y (mm),-2.48,1.97,5692.55,2439.6
2.2_positions.xlsx,ThumbRight z (mm),-1.88,2.17,6505.79,6442.25
2.3_positions.xlsx,SpineBase x (mm),-0.67,0.82,4214.36,2647.87
2.3_positions.xlsx,SpineBase y (mm),-0.6,1.06,2548.22,4417.65
2.3_positions.xlsx,SpineBase z (mm),-1.42,1.45,3118.21,4050.94
2.3_positions.xlsx,SpineMid x (mm),-1.25,0.8,4150.59,2791.36
2.3_positions.xlsx,SpineMid y (mm),-0.59,0.65,2580.11,4421.63
2.3_positions.xlsx,SpineMid z (mm),-0.52,0.53,4417.65,4054.92
2.3_positions.xlsx,Neck x (mm),-1.53,1.18,4154.57,2584.09
2.3_positions.xlsx,Neck y (mm),-0.82,0.71,2584.09,2982.69
2.3_positions.xlsx,Neck z (mm),-0.56,0.25,2584.09,4154.57
2.3_positions.xlsx,Head x (mm),-1.31,1.16,3919.4,2819.27
2.3_positions.xlsx,Head y (mm),-0.6,0.62,3919.4,2819.27
2.3_positions.xlsx,Head z (mm),-0.38,0.31,2480.46,4182.47
2.3_positions.xlsx,ShoulderLeft x (mm),-1.38,1.07,4015.06,2986.68
2.3_positions.xlsx,ShoulderLeft y (mm),-0.91,1.4,3923.39,2986.68
2.3_positions.xlsx,ShoulderLeft z (mm),-0.32,0.21,3656.32,2787.38
2.3_positions.xlsx,ElbowLeft x (mm),-1.79,0.96,4106.74,2970.73
2.3_positions.xlsx,ElbowLeft y (mm),-2.36,2.52,3748.0,2819.27
2.3_positions.xlsx,ElbowLeft z (mm),-0.41,0.37,3923.39,2823.25
2.3_positions.xlsx,WristLeft x (mm),-2.66,1.78,5047.44,5087.3
2.3_positions.xlsx,WristLeft y (mm),-2.0,2.97,3947.3,2906.96
2.3_positions.xlsx,WristLeft z (mm),-0.91,1.48,5565.61,2719.62
2.3_positions.xlsx,HandLeft x (mm),-1.83,1.66,5047.44,2986.68
2.3_positions.xlsx,HandLeft y (mm),-1.94,3.1,3947.3,2823.25
2.3_positions.xlsx,HandLeft z (mm),-0.59,0.5,5533.73,2946.82
2.3_positions.xlsx,ShoulderRight x (mm),-1.35,1.06,4019.05,2687.73
2.3_positions.xlsx,ShoulderRight y (mm),-0.61,1.3,2596.05,4353.87
2.3_positions.xlsx,ShoulderRight z (mm),-0.28,0.39,2488.43,4449.54
2.3_positions.xlsx,ElbowRight x (mm),-1.49,1.76,4321.98,2691.71
2.3_positions.xlsx,ElbowRight y (mm),-2.07,2.25,3381.29,4118.7
2.3_positions.xlsx,ElbowRight z (mm),-0.55,0.37,2615.98,4210.38
2.3_positions.xlsx,WristRight x (mm),-3.53,3.8,4182.47,2855.14
2.3_positions.xlsx,WristRight y (mm),-2.21,8.16,3010.59,4182.47
2.3_positions.xlsx,WristRight z (mm),-1.73,1.64,4186.46,2811.29
2.3_positions.xlsx,HandRight x (mm),-3.1,3.07,2815.28,2703.67
2.3_positions.xlsx,HandRight y (mm),-3.27,7.95,2986.68,4182.47
2.3_positions.xlsx,HandRight z (mm),-2.95,1.83,4186.46,2811.29
2.3_positions.xlsx,HipLeft x (mm),-0.77,0.88,4214.36,2552.2
2.3_positions.xlsx,HipLeft y (mm),-0.72,1.15,2548.22,4417.65
2.3_positions.xlsx,HipLeft z (mm),-1.54,1.51,4417.65,4050.94
2.3_positions.xlsx,KneeLeft x (mm),-1.03,1.03,4086.81,4449.54
2.3_positions.xlsx,KneeLeft y (mm),-3.19,1.33,3150.1,2679.76
2.3_positions.xlsx,KneeLeft z (mm),-1.06,0.87,2683.74,4437.58
2.3_positions.xlsx,AnkleLeft x (mm),-1.43,0.76,3150.1,4449.54
2.3_positions.xlsx,AnkleLeft y (mm),-2.39,0.93,3150.1,1352.42
2.3_positions.xlsx,AnkleLeft z (mm),-0.74,0.51,3150.1,4433.59
2.3_positions.xlsx,FootLeft x (mm),-2.48,2.49,6857.08,6813.23
2.3_positions.xlsx,FootLeft y (mm),-2.33,2.92,3150.1,1352.42
2.3_positions.xlsx,FootLeft z (mm),-3.95,3.73,2918.91,2647.87
2.3_positions.xlsx,HipRight x (mm),-0.65,0.82,3819.75,2647.87
2.3_positions.xlsx,HipRight y (mm),-0.68,0.91,3815.76,4421.63
2.3_positions.xlsx,HipRight z (mm),-1.45,1.26,3114.23,4050.94
2.3_positions.xlsx,KneeRight x (mm),-0.94,1.05,3082.34,2679.76
2.3_positions.xlsx,KneeRight y (mm),-1.51,1.3,5047.44,2683.74
2.3_positions.xlsx,KneeRight z (mm),-0.71,1.12,1216.9,3082.34
2.3_positions.xlsx,AnkleRight x (mm),-1.76,1.65,5246.73,1551.72
2.3_positions.xlsx,AnkleRight y (mm),-2.14,2.12,1555.71,1515.85
2.3_positions.xlsx,AnkleRight z (mm),-1.21,1.59,1009.62,1515.85
2.3_positions.xlsx,FootRight x (mm),-1.74,2.77,5250.72,2285.14
2.3_positions.xlsx,FootRight y (mm),-4.68,3.66,1814.79,1918.43
2.3_positions.xlsx,FootRight z (mm),-3.85,3.75,4222.33,4178.49
2.3_positions.xlsx,SpineShoulder x (mm),-1.47,1.09,4154.57,2584.09
2.3_positions.xlsx,SpineShoulder y (mm),-0.76,0.71,2584.09,2986.68
2.3_positions.xlsx,SpineShoulder z (mm),-0.5,0.26,2584.09,4078.84
2.3_positions.xlsx,HandTipLeft x (mm),-1.74,1.29,2719.62,2986.68
2.3_positions.xlsx,HandTipLeft y (mm),-2.0,3.49,3951.29,2815.28
2.3_positions.xlsx,HandTipLeft z (mm),-1.34,1.31,5286.59,3253.74
2.3_positions.xlsx,ThumbLeft x (mm),-2.24,2.42,4118.7,850.18
2.3_positions.xlsx,ThumbLeft y (mm),-2.15,3.07,5848.62,2823.25
2.3_positions.xlsx,ThumbLeft z (mm),-2.65,2.82,1181.02,1220.88
2.3_positions.xlsx,HandTipRight x (mm),-2.33,2.69,4174.5,2715.63
2.3_positions.xlsx,HandTipRight y (mm),-3.7,7.92,2986.68,4182.47
2.3_positions.xlsx,HandTipRight z (mm),-3.07,1.94,4186.46,4238.28
2.3_positions.xlsx,ThumbRight x (mm),-3.56,3.48,2815.28,2863.11
2.3_positions.xlsx,ThumbRight y (mm),-3.39,7.85,2986.68,4182.47
2.3_positions.xlsx,ThumbRight z (mm),-3.09,2.36,4186.46,2811.29
2.4_positions.xlsx,SpineBase x (mm),-0.27,0.3,2909.1,680.86
2.4_positions.xlsx,SpineBase y (mm),-1.09,1.1,2773.23,3172.68
2.4_positions.xlsx,SpineBase z (mm),-1.72,1.62,5110.16,4210.71
2.4_positions.xlsx,SpineMid x (mm),-0.13,0.19,3324.85,678.14
2.4_positions.xlsx,SpineMid y (mm),-0.87,1.22,4009.63,3243.33
2.4_positions.xlsx,SpineMid z (mm),-0.44,0.5,5112.87,2778.66
2.4_positions.xlsx,Neck x (mm),-0.14,0.18,208.04,740.64
2.4_positions.xlsx,Neck y (mm),-0.86,1.44,3952.56,3243.33
2.4_positions.xlsx,Neck z (mm),-0.29,0.47,2580.3,3246.05
2.4_positions.xlsx,Head x (mm),-0.14,0.18,208.04,1278.68
2.4_positions.xlsx,Head y (mm),-1.01,1.24,4047.67,3178.11
2.4_positions.xlsx,Head z (mm),-0.29,0.36,2775.95,3308.55
2.4_positions.xlsx,ShoulderLeft x (mm),-0.26,0.22,3944.41,1612.92
2.4_positions.xlsx,ShoulderLeft y (mm),-0.96,1.12,4180.82,3148.22
2.4_positions.xlsx,ShoulderLeft z (mm),-0.33,0.25,2718.88,3349.31
2.4_positions.xlsx,ElbowLeft x (mm),-1.94,0.91,4243.32,5145.48
2.4_positions.xlsx,ElbowLeft y (mm),-1.65,1.54,4063.97,3142.79
2.4_positions.xlsx,ElbowLeft z (mm),-0.55,1.34,2743.34,3909.08
2.4_positions.xlsx,WristLeft x (mm),-1.9,1.39,4248.75,5213.42
2.4_positions.xlsx,WristLeft y (mm),-1.35,1.85,5012.33,3297.68
2.4_positions.xlsx,WristLeft z (mm),-1.12,1.64,3349.31,3308.55
2.4_positions.xlsx,HandLeft x (mm),-1.22,1.79,3911.8,5145.48
2.4_positions.xlsx,HandLeft y (mm),-1.26,1.26,5102.0,3156.38
2.4_positions.xlsx,HandLeft z (mm),-0.66,0.68,5275.92,4207.99
2.4_positions.xlsx,ShoulderRight x (mm),-0.3,0.18,5142.76,689.01
2.4_positions.xlsx,ShoulderRight y (mm),-1.22,1.03,4012.34,3175.4
2.4_positions.xlsx,ShoulderRight z (mm),-0.32,0.24,2588.45,3275.94
2.4_positions.xlsx,ElbowRight x (mm),-1.1,1.47,3275.94,3311.27
2.4_positions.xlsx,ElbowRight y (mm),-1.62,1.43,4009.63,3175.4
2.4_positions.xlsx,ElbowRight z (mm),-0.92,1.36,3640.07,3379.2
2.4_positions.xlsx,WristRight x (mm),-0.91,1.34,5142.76,3911.8
2.4_positions.xlsx,WristRight y (mm),-1.21,2.1,5134.61,3275.94
2.4_positions.xlsx,WristRight z (mm),-1.65,1.87,3376.48,3911.8
2.4_positions.xlsx,HandRight x (mm),-1.53,1.03,5349.28,4110.17
2.4_positions.xlsx,HandRight y (mm),-1.17,1.25,5406.35,3270.5
2.4_positions.xlsx,HandRight z (mm),-0.35,0.53,2629.21,4281.36
2.4_positions.xlsx,HipLeft x (mm),-0.22,0.3,2354.75,680.86
2.4_positions.xlsx,HipLeft y (mm),-1.1,1.01,2775.95,3167.25
2.4_positions.xlsx,HipLeft z (mm),-1.72,1.56,5110.16,4210.71
2.4_positions.xlsx,KneeLeft x (mm),-0.73,1.0,2811.27,5142.76
2.4_positions.xlsx,KneeLeft y (mm),-3.01,1.19,3411.81,3243.33
2.4_positions.xlsx,KneeLeft z (mm),-0.4,0.56,2740.62,5137.33
2.4_positions.xlsx,AnkleLeft x (mm),-1.0,0.97,3411.81,2477.04
2.4_positions.xlsx,AnkleLeft y (mm),-2.77,1.22,3411.81,3243.33
2.4_positions.xlsx,AnkleLeft z (mm),-0.52,0.57,4175.39,3873.76
2.4_positions.xlsx,FootLeft x (mm),-1.16,1.77,5142.76,2580.3
2.4_positions.xlsx,FootLeft y (mm),-2.84,1.5,5142.76,2583.01
2.4_positions.xlsx,FootLeft z (mm),-3.13,2.91,2580.3,2539.54
2.4_positions.xlsx,HipRight x (mm),-0.52,0.3,2911.81,683.58
2.4_positions.xlsx,HipRight y (mm),-1.05,1.13,2770.51,3172.68
2.4_positions.xlsx,HipRight z (mm),-1.68,1.68,5110.16,4210.71
2.4_positions.xlsx,KneeRight x (mm),-0.88,1.06,5145.48,2811.27
2.4_positions.xlsx,KneeRight y (mm),-2.12,1.19,3411.81,3243.33
2.4_positions.xlsx,KneeRight z (mm),-0.52,0.53,2811.27,1243.36
2.4_positions.xlsx,AnkleRight x (mm),-1.22,0.77,3909.08,371.08
2.4_positions.xlsx,AnkleRight y (mm),-2.0,1.25,3411.81,3243.33
2.4_positions.xlsx,AnkleRight z (mm),-0.52,0.79,4134.62,3846.58
2.4_positions.xlsx,FootRight x (mm),-1.12,1.85,3909.08,243.37
2.4_positions.xlsx,FootRight y (mm),-1.97,1.87,3411.81,281.41
2.4_positions.xlsx,FootRight z (mm),-4.28,3.36,2710.73,4610.16
2.4_positions.xlsx,SpineShoulder x (mm),-0.13,0.18,64.02,743.36
2.4_positions.xlsx,SpineShoulder y (mm),-0.81,1.38,4006.91,3243.33
2.4_positions.xlsx,SpineShoulder z (mm),-0.26,0.38,2583.01,3246.05
2.4_positions.xlsx,HandTipLeft x (mm),-1.59,1.34,4080.28,5240.59
2.4_positions.xlsx,HandTipLeft y (mm),-1.61,1.44,5058.53,3172.68
2.4_positions.xlsx,HandTipLeft z (mm),-1.04,1.07,5278.63,4246.04
2.4_positions.xlsx,ThumbLeft x (mm),-2.54,2.74,1748.78,5145.48
2.4_positions.xlsx,ThumbLeft y (mm),-2.75,3.15,5047.66,5457.98
2.4_positions.xlsx,ThumbLeft z (mm),-2.41,2.21,1474.33,4346.58
2.4_positions.xlsx,HandTipRight x (mm),-1.21,1.62,5343.85,4080.28
2.4_positions.xlsx,HandTipRight y (mm),-1.4,1.38,5077.55,3153.66
2.4_positions.xlsx,HandTipRight z (mm),-0.84,1.03,5251.46,4376.47
2.4_positions.xlsx,ThumbRight x (mm),-2.64,2.67,3642.78,1240.64
2.4_positions.xlsx,ThumbRight y (mm),-1.97,1.76,5050.37,1259.66
2.4_positions.xlsx,ThumbRight z (mm),-1.54,1.87,3202.57,3243.33
2.5_positions.xlsx,SpineBase x (mm),-0.34,0.26,2736.73,349.77
2.5_positions.xlsx,SpineBase y (mm),-1.95,1.88,2411.86,2811.96
2.5_positions.xlsx,SpineBase z (mm),-1.11,1.4,2842.74,2610.2
2.5_positions.xlsx,SpineMid x (mm),-0.15,0.22,2736.73,3280.47
2.5_positions.xlsx,SpineMid y (mm),-1.77,1.9,3909.69,2788.03
2.5_positions.xlsx,SpineMid z (mm),-0.43,0.44,2842.74,3485.65
2.5_positions.xlsx,Neck x (mm),-0.18,0.21,3807.1,3290.72
2.5_positions.xlsx,Neck y (mm),-1.95,2.23,3909.69,2781.19
2.5_positions.xlsx,Neck z (mm),-0.74,0.85,3116.32,4210.63
2.5_positions.xlsx,Head x (mm),-0.24,0.31,2514.45,1676.62
2.5_positions.xlsx,Head y (mm),-1.71,1.84,2511.03,3492.49
2.5_positions.xlsx,Head z (mm),-0.52,0.63,3109.48,1409.88
2.5_positions.xlsx,ShoulderLeft x (mm),-0.4,0.4,2008.33,2876.94
2.5_positions.xlsx,ShoulderLeft y (mm),-1.83,1.94,1786.05,1413.3
2.5_positions.xlsx,ShoulderLeft z (mm),-0.61,0.65,3902.85,2011.75
2.5_positions.xlsx,ElbowLeft x (mm),-2.42,1.08,1974.14,3314.66
2.5_positions.xlsx,ElbowLeft y (mm),-2.9,2.73,3919.95,1379.11
2.5_positions.xlsx,ElbowLeft z (mm),-1.06,2.1,3208.65,2080.15
2.5_positions.xlsx,WristLeft x (mm),-2.21,1.69,2121.18,4073.84
2.5_positions.xlsx,WristLeft y (mm),-3.85,3.12,3844.72,3492.49
2.5_positions.xlsx,WristLeft z (mm),-1.3,1.77,3714.77,2203.26
2.5_positions.xlsx,HandLeft x (mm),-2.46,2.39,2097.25,3605.34
2.5_positions.xlsx,HandLeft y (mm),-3.84,2.98,3906.27,3482.23
2.5_positions.xlsx,HandLeft z (mm),-1.07,1.76,3837.88,2210.1
2.5_positions.xlsx,ShoulderRight x (mm),-0.36,0.32,3943.89,2552.07
2.5_positions.xlsx,ShoulderRight y (mm),-1.83,2.34,2500.77,1409.88
2.5_positions.xlsx,ShoulderRight z (mm),-0.5,0.68,308.74,2011.75
2.5_positions.xlsx,ElbowRight x (mm),-1.74,2.03,2042.53,2097.25
2.5_positions.xlsx,ElbowRight y (mm),-2.91,2.91,3913.11,2100.67
2.5_positions.xlsx,ElbowRight z (mm),-0.87,1.22,1905.74,2104.09
2.5_positions.xlsx,WristRight x (mm),-1.65,3.72,5705.04,2210.1
2.5_positions.xlsx,WristRight y (mm),-4.91,2.97,3878.91,3475.39
2.5_positions.xlsx,WristRight z (mm),-1.62,2.91,2039.11,2172.48
2.5_positions.xlsx,HandRight x (mm),-1.9,2.62,3913.11,2128.02
2.5_positions.xlsx,HandRight y (mm),-3.51,3.42,3882.33,3475.39
2.5_positions.xlsx,HandRight z (mm),-1.43,2.28,2534.97,2175.9
2.5_positions.xlsx,HipLeft x (mm),-0.4,0.29,2736.73,3270.21
2.5_positions.xlsx,HipLeft y (mm),-1.91,1.96,2411.86,2811.96
2.5_positions.xlsx,HipLeft z (mm),-1.17,1.43,2842.74,2610.2
2.5_positions.xlsx,KneeLeft x (mm),-0.82,1.03,2558.91,2876.94
2.5_positions.xlsx,KneeLeft y (mm),-2.09,2.21,3841.3,2206.68
2.5_positions.xlsx,KneeLeft z (mm),-0.98,1.16,1047.39,708.84
2.5_positions.xlsx,AnkleLeft x (mm),-1.65,1.38,2576.01,3718.19
2.5_positions.xlsx,AnkleLeft y (mm),-1.97,2.55,2408.44,2220.36
2.5_positions.xlsx,AnkleLeft z (mm),-1.59,1.01,2572.59,2138.28
2.5_positions.xlsx,FootLeft x (mm),-3.54,2.17,2110.92,1509.06
2.5_positions.xlsx,FootLeft y (mm),-3.3,4.69,1710.82,1509.06
2.5_positions.xlsx,FootLeft z (mm),-4.56,4.94,1214.96,510.5
2.5_positions.xlsx,HipRight x (mm),-0.31,0.26,3540.36,346.35
2.5_positions.xlsx,HipRight y (mm),-1.88,1.84,2411.86,1409.88
2.5_positions.xlsx,HipRight z (mm),-1.06,1.23,2842.74,2610.2
2.5_positions.xlsx,KneeRight x (mm),-1.29,1.04,2873.52,4008.86
2.5_positions.xlsx,KneeRight y (mm),-2.27,2.34,5339.13,2199.84
2.5_positions.xlsx,KneeRight z (mm),-1.05,1.24,5339.13,2863.26
2.5_positions.xlsx,AnkleRight x (mm),-1.42,2.15,5410.94,2237.45
2.5_positions.xlsx,AnkleRight y (mm),-1.91,1.94,2644.4,2145.12
2.5_positions.xlsx,AnkleRight z (mm),-1.06,1.18,2579.42,2859.84
2.5_positions.xlsx,FootRight x (mm),-3.95,3.75,6713.85,6672.82
2.5_positions.xlsx,FootRight y (mm),-2.73,3.33,1043.97,708.84
2.5_positions.xlsx,FootRight z (mm),-5.24,4.5,2811.96,1909.16
2.5_positions.xlsx,SpineShoulder x (mm),-0.15,0.22,3807.1,3297.56
2.5_positions.xlsx,SpineShoulder y (mm),-1.91,2.15,3909.69,2784.61
2.5_positions.xlsx,SpineShoulder z (mm),-0.66,0.7,3112.9,4210.63
2.5_positions.xlsx,HandTipLeft x (mm),-3.36,2.84,4839.85,4877.47
2.5_positions.xlsx,HandTipLeft y (mm),-4.04,3.11,3899.43,3478.81
2.5_positions.xlsx,HandTipLeft z (mm),-1.58,1.6,3868.66,2045.95
2.5_positions.xlsx,ThumbLeft x (mm),-2.76,3.96,4309.8,4272.18
2.5_positions.xlsx,ThumbLeft y (mm),-3.92,3.32,3906.27,2076.73
2.5_positions.xlsx,ThumbLeft z (mm),-2.97,3.07,3742.13,2210.1
2.5_positions.xlsx,HandTipRight x (mm),-2.1,4.13,3075.28,2117.76
2.5_positions.xlsx,HandTipRight y (mm),-4.59,5.39,3913.11,2042.53
2.5_positions.xlsx,HandTipRight z (mm),-2.73,2.6,3875.49,2254.55
2.5_positions.xlsx,ThumbRight x (mm),-3.54,4.94,5578.51,2114.34
2.5_positions.xlsx,ThumbRight y (mm),-4.19,3.14,3882.33,3444.61
2.5_positions.xlsx,ThumbRight z (mm),-2.75,3.61,3013.73,2206.68
2.6_positions.xlsx,SpineBase x (mm),-1.75,1.29,1008.01,1070.07
2.6_positions.xlsx,SpineBase y (mm),-1.22,1.48,6545.1,7241.11
2.6_positions.xlsx,SpineBase z (mm),-1.35,1.16,7742.06,6545.1
2.6_positions.xlsx,SpineMid x (mm),-0.68,0.77,1008.01,6505.2
2.6_positions.xlsx,SpineMid y (mm),-1.81,1.6,6505.2,7241.11
2.6_positions.xlsx,SpineMid z (mm),-0.67,0.7,6505.2,6549.53
2.6_positions.xlsx,Neck x (mm),-0.84,1.19,2674.9,6505.2
2.6_positions.xlsx,Neck y (mm),-2.47,2.68,6505.2,6545.1
2.6_positions.xlsx,Neck z (mm),-1.24,0.47,6509.63,6553.96
2.6_positions.xlsx,Head x (mm),-0.44,1.12,5716.08,6376.63
2.6_positions.xlsx,Head y (mm),-2.15,1.54,6505.2,6545.1
2.6_positions.xlsx,Head z (mm),-0.54,0.31,6394.37,7312.04
2.6_positions.xlsx,ShoulderLeft x (mm),-0.95,1.66,2674.9,4306.32
2.6_positions.xlsx,ShoulderLeft y (mm),-1.67,3.06,6279.1,6709.12
2.6_positions.xlsx,ShoulderLeft z (mm),-0.45,0.81,6279.1,7409.57
2.6_positions.xlsx,ElbowLeft x (mm),-1.34,1.5,7781.96,7609.07
2.6_positions.xlsx,ElbowLeft y (mm),-2.29,2.02,5986.51,5946.61
2.6_positions.xlsx,ElbowLeft z (mm),-1.95,1.82,7613.5,7675.57
2.6_positions.xlsx,WristLeft x (mm),-1.01,1.24,7879.49,4111.26
2.6_positions.xlsx,WristLeft y (mm),-1.98,1.19,5982.08,5946.61
2.6_positions.xlsx,WristLeft z (mm),-1.41,1.67,5915.58,7875.06
2.6_positions.xlsx,HandLeft x (mm),-0.67,1.03,5902.28,6274.67
2.6_positions.xlsx,HandLeft y (mm),-1.79,0.73,6478.6,7285.44
2.6_positions.xlsx,HandLeft z (mm),-1.23,0.64,5880.11,5671.75
2.6_positions.xlsx,ShoulderRight x (mm),-1.67,1.77,1429.16,1211.94
2.6_positions.xlsx,ShoulderRight y (mm),-1.78,2.25,6416.53,7409.57
2.6_positions.xlsx,ShoulderRight z (mm),-1.47,1.04,1211.94,1429.16
2.6_positions.xlsx,ElbowRight x (mm),-1.73,1.62,1344.93,6279.1
2.6_positions.xlsx,ElbowRight y (mm),-2.62,2.63,1411.43,1211.94
2.6_positions.xlsx,ElbowRight z (mm),-1.61,1.41,6709.12,6673.66
2.6_positions.xlsx,WristRight x (mm),-2.43,2.36,1274.0,1677.42
2.6_positions.xlsx,WristRight y (mm),-5.34,6.96,1216.37,1274.0
2.6_positions.xlsx,WristRight z (mm),-8.32,10.74,1211.94,1274.0
2.6_positions.xlsx,HandRight x (mm),-2.89,1.78,1274.0,1216.37
2.6_positions.xlsx,HandRight y (mm),-7.41,10.54,1220.8,1278.43
2.6_positions.xlsx,HandRight z (mm),-11.05,10.12,1211.94,1274.0
2.6_positions.xlsx,HipLeft x (mm),-1.55,1.46,1008.01,1070.07
2.6_positions.xlsx,HipLeft y (mm),-1.27,1.5,6545.1,7245.54
2.6_positions.xlsx,HipLeft z (mm),-1.43,1.73,7742.06,1176.47
2.6_positions.xlsx,KneeLeft x (mm),-2.23,2.82,5011.2,4612.21
2.6_positions.xlsx,KneeLeft y (mm),-2.57,3.15,4984.6,4430.45
2.6_positions.xlsx,KneeLeft z (mm),-1.02,1.58,4940.27,4612.21
2.6_positions.xlsx,AnkleLeft x (mm),-3.43,2.59,4505.82,5077.7
2.6_positions.xlsx,AnkleLeft y (mm),-4.82,4.26,4989.04,4576.75
2.6_positions.xlsx,AnkleLeft z (mm),-1.71,1.12,4372.82,4607.78
2.6_positions.xlsx,FootLeft x (mm),-5.99,2.84,4346.22,3978.26
2.6_positions.xlsx,FootLeft y (mm),-4.2,4.76,4980.17,4638.81
2.6_positions.xlsx,FootLeft z (mm),-4.35,3.94,4346.22,7507.1
2.6_positions.xlsx,HipRight x (mm),-1.94,1.39,1008.01,1544.43
2.6_positions.xlsx,HipRight y (mm),-1.18,1.34,6562.83,7241.11
2.6_positions.xlsx,HipRight z (mm),-1.64,1.56,1172.04,1340.5
2.6_positions.xlsx,KneeRight x (mm),-3.72,3.32,1008.01,3171.42
2.6_positions.xlsx,KneeRight y (mm),-5.5,4.13,1008.01,1610.93
2.6_positions.xlsx,KneeRight z (mm),-8.17,5.21,1610.93,1109.97
2.6_positions.xlsx,AnkleRight x (mm),-3.72,3.93,1008.01,2843.36
2.6_positions.xlsx,AnkleRight y (mm),-7.83,5.15,1136.57,1584.33
2.6_positions.xlsx,AnkleRight z (mm),-11.22,10.14,1708.46,1136.57
2.6_positions.xlsx,FootRight x (mm),-3.65,4.34,1008.01,5809.18
2.6_positions.xlsx,FootRight y (mm),-9.68,4.45,1136.57,5977.64
2.6_positions.xlsx,FootRight z (mm),-13.21,13.09,1708.46,1141.0
2.6_positions.xlsx,SpineShoulder x (mm),-0.81,1.09,2674.9,6505.2
2.6_positions.xlsx,SpineShoulder y (mm),-2.3,2.24,6505.2,6545.1
2.6_positions.xlsx,SpineShoulder z (mm),-1.08,0.55,6505.2,6549.53
2.6_positions.xlsx,HandTipLeft x (mm),-0.61,1.38,5902.28,6310.14
2.6_positions.xlsx,HandTipLeft y (mm),-2.08,0.97,6279.1,7210.08
2.6_positions.xlsx,HandTipLeft z (mm),-2.26,1.34,5875.68,6412.1
2.6_positions.xlsx,ThumbLeft x (mm),-2.86,2.86,1810.42,1868.05
2.6_positions.xlsx,ThumbLeft y (mm),-3.07,3.0,715.42,671.08
2.6_positions.xlsx,ThumbLeft z (mm),-2.24,2.36,1743.92,7010.58
2.6_positions.xlsx,HandTipRight x (mm),-2.73,1.7,1278.43,1216.37
2.6_positions.xlsx,HandTipRight y (mm),-7.42,10.71,1220.8,1278.43
2.6_positions.xlsx,HandTipRight z (mm),-11.06,10.81,1211.94,1269.57
2.6_positions.xlsx,ThumbRight x (mm),-3.06,3.25,2413.34,4111.26
2.6_positions.xlsx,ThumbRight y (mm),-7.48,11.31,1220.8,1278.43
2.6_positions.xlsx,ThumbRight z (mm),-11.05,11.51,1211.94,1274.0
3.1_positions.xlsx,SpineBase x (mm),-0.89,1.44,2388.06,3816.23
3.1_positions.xlsx,SpineBase y (mm),-0.73,1.88,4897.98,3901.2
3.1_positions.xlsx,SpineBase z (mm),-1.33,1.14,4002.51,3737.8
3.1_positions.xlsx,SpineMid x (mm),-0.92,1.15,2459.96,3826.04
3.1_positions.xlsx,SpineMid y (mm),-0.73,1.49,2466.49,3969.83
3.1_positions.xlsx,SpineMid z (mm),-0.44,0.39,4005.78,3737.8
3.1_positions.xlsx,Neck x (mm),-1.14,1.07,2459.96,3698.58
3.1_positions.xlsx,Neck y (mm),-0.82,1.16,2466.49,3963.3
3.1_positions.xlsx,Neck z (mm),-0.35,0.42,2541.66,3969.83
3.1_positions.xlsx,Head x (mm),-1.06,0.88,2466.49,3737.8
3.1_positions.xlsx,Head y (mm),-0.74,1.13,4924.13,3995.98
3.1_positions.xlsx,Head z (mm),-0.21,0.27,3597.27,3927.35
3.1_positions.xlsx,ShoulderLeft x (mm),-1.02,1.38,2459.96,3665.9
3.1_positions.xlsx,ShoulderLeft y (mm),-0.85,1.78,4930.66,3901.2
3.1_positions.xlsx,ShoulderLeft z (mm),-0.34,0.53,714.77,3901.2
3.1_positions.xlsx,ElbowLeft x (mm),-1.54,1.78,2165.82,3799.89
3.1_positions.xlsx,ElbowLeft y (mm),-1.03,1.26,2567.8,3917.54
3.1_positions.xlsx,ElbowLeft z (mm),-0.51,0.52,669.02,2237.72
3.1_positions.xlsx,WristLeft x (mm),-2.31,2.09,2401.13,3633.22
3.1_positions.xlsx,WristLeft y (mm),-1.28,1.45,1835.74,3976.37
3.1_positions.xlsx,WristLeft z (mm),-1.47,2.02,1698.48,1737.7
3.1_positions.xlsx,HandLeft x (mm),-2.85,1.06,2401.13,3799.89
3.1_positions.xlsx,HandLeft y (mm),-1.12,1.27,2469.76,3943.69
3.1_positions.xlsx,HandLeft z (mm),-1.61,2.1,2401.13,2303.09
3.1_positions.xlsx,ShoulderRight x (mm),-1.06,1.1,2368.45,3799.89
3.1_positions.xlsx,ShoulderRight y (mm),-0.81,1.23,4901.25,3992.71
3.1_positions.xlsx,ShoulderRight z (mm),-0.31,0.49,1806.33,3999.25
3.1_positions.xlsx,ElbowRight x (mm),-2.0,1.81,2365.18,3633.22
3.1_positions.xlsx,ElbowRight y (mm),-0.76,1.36,1201.72,4002.51
3.1_positions.xlsx,ElbowRight z (mm),-0.54,0.52,1204.99,3133.19
3.1_positions.xlsx,WristRight x (mm),-1.77,2.22,2397.86,897.79
3.1_positions.xlsx,WristRight y (mm),-0.98,1.51,2437.08,3911.01
3.1_positions.xlsx,WristRight z (mm),-1.44,1.4,3662.63,3907.74
3.1_positions.xlsx,HandRight x (mm),-2.12,2.57,1767.11,4669.21
3.1_positions.xlsx,HandRight y (mm),-1.36,1.97,4763.99,3904.47
